OrigColNameFromRNAExpressionValue_RNA_TaxaName,Tissue,TissueWODate,RNA_TaxaName,RNA_TaxaName_WOUnderscoreOrDot,HMP32Name,RawPhenotypeNames,CarotToco_GBSNames,AmesName,AC148152.3_FG005,AC148152.3_FG008,AC149475.2_FG002,GRMZM2G171650
10344823_GShoot_Mt42_CACACT,GShoot,GShoot,Mt42,Mt42,282set_Mt42,Mt42,Mt42:8042MABXX:3:G10,Ames20140,42.38337,10.41625,3.95099,8.26117
10344823_LMAD8_Mt42_GGCCAA,LMAD8,LMAD,Mt42,Mt42,282set_Mt42,Mt42,Mt42:8042MABXX:3:G10,Ames20140,1.06126,173.51527,0,24.40888
10344825_GRoot_Mt42_CACACT,GRoot,GRoot,Mt42,Mt42,282set_Mt42,Mt42,Mt42:8042MABXX:3:G10,Ames20140,33.88718,0.73668,1.71892,4.66563
10344826_LMAN8_Mt42_CTAGTC,LMAN8,LMAN,Mt42,Mt42,282set_Mt42,Mt42,Mt42:8042MABXX:3:G10,Ames20140,0,78.22632,0,24.32247
KAKRNA23_10346932_L3Base_Mt42_CCGACC,L3Base,L3Base,Mt42,Mt42,282set_Mt42,Mt42,Mt42:8042MABXX:3:G10,Ames20140,0,21.90379,0.62582,4.06785
KAKRNA24_L3Tip_Mt42_CCGACC,L3Tip,L3Tip,Mt42,Mt42,282set_Mt42,Mt42,Mt42:8042MABXX:3:G10,Ames20140,0,179.60161,0,3.75474
KAKRNA17_Kern_Mt42_ATATCC,Kern,Kern,Mt42,Mt42,282set_Mt42,Mt42,Mt42:8042MABXX:3:G10,Ames20140,1.62866,0.27144,1.08578,12.21498
10344823_LMAD8_N192_GATTGT,LMAD8,LMAD,N192,N192,282set_N192,N192,N192:8042MABXX:4:D11,PI550566,0,184.27414,0,24.47391
10344823_LMid_N192_AAGCTC,L3Mid,L3Mid,N192,N192,282set_N192,N192,N192:8042MABXX:4:D11,PI550566,2.97197,179.30912,0,6.93461
10344825_L3Base_N192_AAGCTC,L3Base,L3Base,N192,N192,282set_N192,N192,N192:8042MABXX:4:D11,PI550566,7.01185,10.80994,1.75296,8.47265
10344826_LMAN8_N192_TTCCGC,LMAN8,LMAN,N192,N192,282set_N192,N192,N192:8042MABXX:4:D11,PI550566,0,48.35834,0,15.89863
KAKRNA3_GShoot_N192_GACATC,GShoot,GShoot,N192,N192,282set_N192,N192,N192:8042MABXX:4:D11,PI550566,43.50137,4.77761,2.26308,12.3212
KAKRNA4_10346258_GRoot_N192_GACATC,GRoot,GRoot,N192,N192,282set_N192,N192,N192:8042MABXX:4:D11,PI550566,26.68491,0,1.11965,5.03841
KAKRNA20_10346930_L3Base_N192_GGAGGT,L3Base,L3Base,N192,N192,282set_N192,N192,N192:8042MABXX:4:D11,PI550566,0.61033,7.62911,3.05164,3.35681
KAKRNA21_10346931_L3Tip_N192_GGAGGT,L3Tip,L3Tip,N192,N192,282set_N192,N192,N192:8042MABXX:4:D11,PI550566,0,147.84584,0,5.069
KAKRNA16_Kern_N192_ATACTG,Kern,Kern,N192,N192,282set_N192,N192,N192:8042MABXX:4:D11,PI550566,0,0,0,7.71027
10343264_LMAN26_N28Ht_GAGTCC,LMAN26,LMAN,N28Ht,N28Ht,282set_N28Ht,N28Ht,N28Ht:8042MABXX:4:C10,Ames27138,0,39.40761,0,38.9211
10343927_LMAD26_N28Ht_AAGCTC,LMAD26,LMAD,N28Ht,N28Ht,282set_N28Ht,N28Ht,N28Ht:8042MABXX:4:C10,Ames27138,0,52.67469,0,22.90204
KAKRNA5_GShoot_N28Ht_AAGCTC,GShoot,GShoot,N28Ht,N28Ht,282set_N28Ht,N28Ht,N28Ht:8042MABXX:4:C10,Ames27138,144.66033,6.92818,3.0484,4.98829
KAKRNA6_10346261_GRoot_N28Ht_AAGCTC,GRoot,GRoot,N28Ht,N28Ht,282set_N28Ht,N28Ht,N28Ht:8042MABXX:4:C10,Ames27138,12.47117,0,3.11779,0
KAKRNA27_10346929_L3Tip_N28Ht_TTGGTA,L3Tip,L3Tip,N28Ht,N28Ht,282set_N28Ht,N28Ht,N28Ht:8042MABXX:4:C10,Ames27138,1.19261,73.94168,0,8.34825
KAKRNA26_L3Base_N28Ht_TTGGTA,L3Base,L3Base,N28Ht,N28Ht,282set_N28Ht,N28Ht,N28Ht:8042MABXX:4:C10,Ames27138,0.62453,13.73963,1.24906,0.62453
KAKRNA16_Kern_N28Ht_CACTAA,Kern,Kern,N28Ht,N28Ht,282set_N28Ht,N28Ht,N28Ht:8042MABXX:4:C10,Ames27138,1.83271,0,0.91635,33.90508
10343927_LMAD26_NC222_GCATGG,LMAD26,LMAD,NC222,NC222,282set_NC222,NC222,NC222:8042MABXX:4:A8,Ames12729,0,24.39271,0,27.99618
10344827_LMAN26_NC222_CCAATT,LMAN26,LMAN,NC222,NC222,282set_NC222,NC222,NC222:8042MABXX:4:A8,Ames12729,0,17.0748,0.29956,28.15845
KAKRNA5_GShoot_NC222_GCCACA,GShoot,GShoot,NC222,NC222,282set_NC222,NC222,NC222:8042MABXX:4:A8,Ames12729,96.97879,0.88971,5.63485,8.00742
KAKRNA6_10346261_GRoot_NC222_GCCACA,GRoot,GRoot,NC222,NC222,282set_NC222,NC222,NC222:8042MABXX:4:A8,Ames12729,1.03119,0,6.18716,3.09358
KAKRNA28_L3Base_NC222_CGCCTG,L3Base,L3Base,NC222,NC222,282set_NC222,NC222,NC222:8042MABXX:4:A8,Ames12729,253.8463,10.01084,0.71506,3.5753
KAKRNA28_L3Mid_NC222_ACCTAC,L3Mid,L3Mid,NC222,NC222,282set_NC222,NC222,NC222:8042MABXX:4:A8,Ames12729,104.03745,51.23056,0,2.36449
KAKRNA28_L3Tip_NC222_TGACAC,L3Tip,L3Tip,NC222,NC222,282set_NC222,NC222,NC222:8042MABXX:4:A8,Ames12729,61.04174,51.914,0,0
KAKRNA17_Kern_NC222_CGATCT,Kern,Kern,NC222,NC222,282set_NC222,NC222,NC222:8042MABXX:4:A8,Ames12729,0,0,0.27418,29.88556
10343927_LMAD26_NC230_ACTCTT,LMAD26,LMAD,NC230,NC230,282set_NC230,NC230,NC230:8042MABXX:2:B4,Ames12731,0,59.90516,0,31.94942
10344827_LMAN26_NC230_CAGCGT,LMAN26,LMAN,NC230,NC230,282set_NC230,NC230,NC230:8042MABXX:2:B4,Ames12731,0,6.57404,0,38.97465
KAKRNA5_GShoot_NC230_GTAGAA,GShoot,GShoot,NC230,NC230,282set_NC230,NC230,NC230:8042MABXX:2:B4,Ames12731,329.26681,3.51322,8.97823,4.29394
KAKRNA6_10346261_GRoot_NC230_GTAGAA,GRoot,GRoot,NC230,NC230,282set_NC230,NC230,NC230:8042MABXX:2:B4,Ames12731,20.08326,0,4.50142,0.69253
KAKRNA23_10346932_L3Base_NC230_TACCTT,L3Base,L3Base,NC230,NC230,282set_NC230,NC230,NC230:8042MABXX:2:B4,Ames12731,7.71346,6.68499,0,2.05692
KAKRNA24_L3Tip_NC230_TACCTT,L3Tip,L3Tip,NC230,NC230,282set_NC230,NC230,NC230:8042MABXX:2:B4,Ames12731,0,45.71891,0,1.12886
KAKRNA17_Kern_NC230_CCTGCT,Kern,Kern,NC230,NC230,282set_NC230,NC230,NC230:8042MABXX:2:B4,Ames12731,0,0.23993,4.07888,39.10923
10343927_LMAD26_NC232_TCAGGA,LMAD26,LMAD,NC232,NC232,282set_NC232,NC232,NC232:8042MABXX:3:D7,Ames12732,0,14.8823,0,22.32344
10344827_LMAN26_NC232_TGCTAT,LMAN26,LMAN,NC232,NC232,282set_NC232,NC232,NC232:8042MABXX:3:D7,Ames12732,0,12.62609,0,36.85453
KAKRNA5_GShoot_NC232_CGAAGG,GShoot,GShoot,NC232,NC232,282set_NC232,NC232,NC232:8042MABXX:3:D7,Ames12732,70.43662,2.7917,4.29492,2.7917
KAKRNA6_10346261_GRoot_NC232_CGAAGG,GRoot,GRoot,NC232,NC232,282set_NC232,NC232,NC232:8042MABXX:3:D7,Ames12732,27.00913,0.21959,2.63504,2.41545
KAKRNA27_10346929_L3Tip_NC232_CACTAA,L3Tip,L3Tip,NC232,NC232,282set_NC232,NC232,NC232:8042MABXX:3:D7,Ames12732,16.63111,42.61722,0,2.07889
KAKRNA26_L3Base_NC232_CACTAA,L3Base,L3Base,NC232,NC232,282set_NC232,NC232,NC232:8042MABXX:3:D7,Ames12732,25.00564,7.50169,2.00045,2.00045
KAKRNA17_Kern_NC232_GAACCT,Kern,Kern,NC232,NC232,282set_NC232,NC232,NC232:8042MABXX:3:D7,Ames12732,1.85842,0,0.61947,29.73472
10343264_LMAD26_NC236_GGTGAG,LMAD26,LMAD,NC236,NC236,282set_NC236,NC236,NC236:8042MABXX:4:B5,Ames12734,0,76.64429,0,22.87889
10344827_LMAN26_NC236_TGCACG,LMAN26,LMAN,NC236,NC236,282set_NC236,NC236,NC236:8042MABXX:4:B5,Ames12734,0,14.78326,0,23.26995
KAKRNA5_GShoot_NC236_AATAGC,GShoot,GShoot,NC236,NC236,282set_NC236,NC236,NC236:8042MABXX:4:B5,Ames12734,290.60117,1.26348,6.63329,5.05393
KAKRNA6_10346261_GRoot_NC236_AATAGC,GRoot,GRoot,NC236,NC236,282set_NC236,NC236,NC236:8042MABXX:4:B5,Ames12734,33.95181,0,3.8436,1.9218
KAKRNA27_10346929_L3Tip_NC236_GCCACA,L3Tip,L3Tip,NC236,NC236,282set_NC236,NC236,NC236:8042MABXX:4:B5,Ames12734,3.01939,50.1218,0,2.41551
KAKRNA26_L3Base_NC236_GCCACA,L3Base,L3Base,NC236,NC236,282set_NC236,NC236,NC236:8042MABXX:4:B5,Ames12734,2.78944,4.64906,5.11397,2.32453
KAKRNA17_Kern_NC236_GCGAAT,Kern,Kern,NC236,NC236,282set_NC236,NC236,NC236:8042MABXX:4:B5,Ames12734,1.61561,0,0.64625,32.63539
10343264_LMAD26_NC238_TGGCGA,LMAD26,LMAD,NC238,NC238,282set_NC238,NC238,NC238:8042MABXX:4:F1,Ames12735,0,41.52738,0,36.66381
10344827_LMAN26_NC238_GTCAGG,LMAN26,LMAN,NC238,NC238,282set_NC238,NC238,NC238:8042MABXX:4:F1,Ames12735,0,38.32081,0,34.44567
KAKRNA3_GShoot_NC238_CGGTTA,GShoot,GShoot,NC238,NC238,282set_NC238,NC238,NC238:8042MABXX:4:F1,Ames12735,61.6302,2.86652,3.82203,6.68855
KAKRNA4_10346258_GRoot_NC238_CGGTTA,GRoot,GRoot,NC238,NC238,282set_NC238,NC238,NC238:8042MABXX:4:F1,Ames12735,26.13606,0,2.20868,6.25793
KAKRNA27_10346929_L3Tip_NC238_CAAGCA,L3Tip,L3Tip,NC238,NC238,282set_NC238,NC238,NC238:8042MABXX:4:F1,Ames12735,0,62.04758,0,5.64069
KAKRNA26_L3Base_NC238_CAAGCA,L3Base,L3Base,NC238,NC238,282set_NC238,NC238,NC238:8042MABXX:4:F1,Ames12735,4.05488,6.95123,3.47561,3.47561
KAKRNA17_Kern_NC238_TGCTAT,Kern,Kern,NC238,NC238,282set_NC238,NC238,NC238:8042MABXX:4:F1,Ames12735,0,0,2.62628,32.04066
10343264_LMAN26_NC250_GATTGT,LMAN26,LMAN,NC250,NC250,282set_NC250,NC250,NC250:8042MABXX:2:C1,PI550555,0.32572,9.12028,0,29.64092
10343927_LMAD26_NC250_CAGCGT,LMAD26,LMAD,NC250,NC250,282set_NC250,NC250,NC250:8042MABXX:2:C1,PI550555,0,73.35722,0,24.26431
10344823_GShoot_NC250_CAGATG,GShoot,GShoot,NC250,NC250,282set_NC250,NC250,NC250:8042MABXX:2:C1,PI550555,46.48947,4.98101,2.90559,8.30169
10344825_GRoot_NC250_CAGATG,GRoot,GRoot,NC250,NC250,282set_NC250,NC250,NC250:8042MABXX:2:C1,PI550555,22.43291,0.35051,1.75257,4.9072
KAKRNA27_10346929_L3Tip_NC250_CGCGGA,L3Tip,L3Tip,NC250,NC250,282set_NC250,NC250,NC250:8042MABXX:2:C1,PI550555,0,63.68559,0,7.9607
KAKRNA23_10346932_L3Base_NC250_TGCTAT,L3Base,L3Base,NC250,NC250,282set_NC250,NC250,NC250:8042MABXX:2:C1,PI550555,1.83554,8.71883,1.37666,3.2122
KAKRNA24_L3Tip_NC250_TGCTAT,L3Tip,L3Tip,NC250,NC250,282set_NC250,NC250,NC250:8042MABXX:2:C1,PI550555,0,70.71651,0,1.99201
KAKRNA26_L3Base_NC250_CGCGGA,L3Base,L3Base,NC250,NC250,282set_NC250,NC250,NC250:8042MABXX:2:C1,PI550555,0.74772,3.48936,1.99392,5.23404
KAKRNA18_Kern_NC250_TCAGGA,Kern,Kern,NC250,NC250,282set_NC250,NC250,NC250:8042MABXX:2:C1,PI550555,0,0,0.79572,8.22249
KAKRNA16_Kern_NC250_AACCGA,Kern,Kern,NC250,NC250,282set_NC250,NC250,NC250:8042MABXX:2:C1,PI550555,0,0,0.47703,11.92565
10343927_LMAD26_NC258_TGTGCA,LMAD26,LMAD,NC258,NC258,282set_NC258,NC258,NC258:8042MABXX:4:B12,PI531084,0,52.08919,0,31.8562
10344827_LMAN26_NC258_CAACAG,LMAN26,LMAN,NC258,NC258,282set_NC258,NC258,NC258:8042MABXX:4:B12,PI531084,0,22.87896,0,29.26378
KAKRNA5_GShoot_NC258_TCTTAA,GShoot,GShoot,NC258,NC258,282set_NC258,NC258,NC258:8042MABXX:4:B12,PI531084,457.91283,3.17194,5.47881,10.3809
KAKRNA6_10346261_GRoot_NC258_TCTTAA,GRoot,GRoot,NC258,NC258,282set_NC258,NC258,NC258:8042MABXX:4:B12,PI531084,75.58487,0,3.06425,1.02142
KAKRNA27_10346929_L3Tip_NC258_TGGCGA,L3Tip,L3Tip,NC258,NC258,282set_NC258,NC258,NC258:8042MABXX:4:B12,PI531084,3.78424,58.27723,0,16.65064
KAKRNA26_L3Base_NC258_TGGCGA,L3Base,L3Base,NC258,NC258,282set_NC258,NC258,NC258:8042MABXX:4:B12,PI531084,19.50126,12.18829,2.43766,12.18829
KAKRNA17_Kern_NC258_GGTGAG,Kern,Kern,NC258,NC258,282set_NC258,NC258,NC258:8042MABXX:4:B12,PI531084,0,0,6.50163,21.90021
10343262_LMAN8_NC260_CCGACC,LMAN8,LMAN,NC260,NC260,282set_NC260,NC260,NC260:8042MABXX:3:A4,Ames27140,0,43.74488,1.15118,24.1748
KAKRNA3_GShoot_NC260_AGAATC,GShoot,GShoot,NC260,NC260,282set_NC260,NC260,NC260:8042MABXX:3:A4,Ames27140,74.47774,3.08716,8.1038,18.90886
KAKRNA4_10346258_GRoot_NC260_AGAATC,GRoot,GRoot,NC260,NC260,282set_NC260,NC260,NC260:8042MABXX:3:A4,Ames27140,21.00049,0,7.82371,9.05903
KAKRNA23_10346932_L3Base_NC260_CTCATA,L3Base,L3Base,NC260,NC260,282set_NC260,NC260,NC260:8042MABXX:3:A4,Ames27140,3.66103,20.33905,2.84747,6.5085
KAKRNA24_L3Tip_NC260_CTCATA,L3Tip,L3Tip,NC260,NC260,282set_NC260,NC260,NC260:8042MABXX:3:A4,Ames27140,1.61604,92.1143,0,11.31228
KAKRNA17_Kern_NC260_CAGCGT,Kern,Kern,NC260,NC260,282set_NC260,NC260,NC260:8042MABXX:3:A4,Ames27140,0.47064,0.47064,0,24.00241
10343264_LMAN26_NC262_ACAGAT,LMAN26,LMAN,NC262,NC262,282set_NC262,NC262,NC262:8042MABXX:2:D4,PI531085,0,8.69423,0,40.70481
10343927_LMAD26_NC262_AAGACA,LMAD26,LMAD,NC262,NC262,282set_NC262,NC262,NC262:8042MABXX:2:D4,PI531085,0,59.90468,0,25.41411
10344823_GShoot_NC262_CTCTCG,GShoot,GShoot,NC262,NC262,282set_NC262,NC262,NC262:8042MABXX:2:D4,PI531085,3.93359,6.43678,2.14559,10.37036
10344825_GRoot_NC262_CTCTCG,GRoot,GRoot,NC262,NC262,282set_NC262,NC262,NC262:8042MABXX:2:D4,PI531085,54.3223,0,1.30582,6.00679
KAKRNA27_10346929_L3Tip_NC262_CGCCTG,L3Tip,L3Tip,NC262,NC262,282set_NC262,NC262,NC262:8042MABXX:2:D4,PI531085,0,64.01235,0,12.59259
KAKRNA26_L3Base_NC262_CGCCTG,L3Base,L3Base,NC262,NC262,282set_NC262,NC262,NC262:8042MABXX:2:D4,PI531085,1.01809,2.03618,4.5814,15.27132
KAKRNA16_Kern_NC262_AATCCG,Kern,Kern,NC262,NC262,282set_NC262,NC262,NC262:8042MABXX:2:D4,PI531085,0,0.37059,0,27.05308
10343262_LMAN8_NC264_ACCGTG,LMAN8,LMAN,NC264,NC264,282set_NC264,NC264,NC264:8042MABXX:3:D10,PI520774,0,68.58376,0.42865,21.43243
10344826_LMAD8_NC264_AACGCC,LMAD8,LMAD,NC264,NC264,282set_NC264,NC264,NC264:8042MABXX:3:D10,PI520774,0,75.28935,1.55236,29.4948
KAKRNA5_GShoot_NC264_ATGAAC,GShoot,GShoot,NC264,NC264,282set_NC264,NC264,NC264:8042MABXX:3:D10,PI520774,14.39358,10.98457,18.93892,7.95435
KAKRNA6_10346261_GRoot_NC264_ATGAAC,GRoot,GRoot,NC264,NC264,282set_NC264,NC264,NC264:8042MABXX:3:D10,PI520774,47.27236,0,6.47567,1.9427
KAKRNA24_L3Tip_NC264_CGATCT,L3Tip,L3Tip,NC264,NC264,282set_NC264,NC264,NC264:8042MABXX:3:D10,PI520774,0.82105,158.46248,0.82105,4.92629
KAKRNA18_Kern_NC264_AACCGA,Kern,Kern,NC264,NC264,282set_NC264,NC264,NC264:8042MABXX:3:D10,PI520774,0,0,0.87328,31.43811
10343262_LMAN8_NC290A_GCTCGA,LMAN8,LMAN,NC290A,NC290A,282set_NC290A,NC290A,NC290A:8042MABXX:2:A3,Ames27141,0,38.52031,0,30.74866
10344826_LMAD8_NC290A_CAGCGT,LMAD8,LMAD,NC290A,NC290A,282set_NC290A,NC290A,NC290A:8042MABXX:2:A3,Ames27141,0,79.92476,0,31.23496
KAKRNA3_GShoot_NC290A_GTCAGG,GShoot,GShoot,NC290A,NC290A,282set_NC290A,NC290A,NC290A:8042MABXX:2:A3,Ames27141,4.45572,1.59133,4.77399,7.95664
KAKRNA4_10346258_GRoot_NC290A_GTCAGG,GRoot,GRoot,NC290A,NC290A,282set_NC290A,NC290A,NC290A:8042MABXX:2:A3,Ames27141,9.17162,0,1.61852,4.31606
KAKRNA27_10346929_L3Tip_NC290A_TACCTT,L3Tip,L3Tip,NC290A,NC290A,282set_NC290A,NC290A,NC290A:8042MABXX:2:A3,Ames27141,0,74.29532,0,10.9616
KAKRNA26_L3Base_NC290A_TACCTT,L3Base,L3Base,NC290A,NC290A,282set_NC290A,NC290A,NC290A:8042MABXX:2:A3,Ames27141,2.25754,1.50503,1.50503,17.68408
KAKRNA18_Kern_NC290A_GTCAGG,Kern,Kern,NC290A,NC290A,282set_NC290A,NC290A,NC290A:8042MABXX:2:A3,Ames27141,0,0,0.48294,29.21757
10343262_LMAN8_NC294_TCAGGA,LMAN8,LMAN,NC294,NC294,282set_NC294,NC294,NC294:8042MABXX:3:E5,Ames27143,0,36.44571,0.35384,27.59967
10344826_LMAD8_NC294_CGATCT,LMAD8,LMAD,NC294,NC294,282set_NC294,NC294,NC294:8042MABXX:3:E5,Ames27143,0.57378,80.32986,0,30.98437
KAKRNA5_GShoot_NC294_AAGTGG,GShoot,GShoot,NC294,NC294,282set_NC294,NC294,NC294:8042MABXX:3:E5,Ames27143,13.16986,3.43562,2.57671,1.71781
KAKRNA6_10346261_GRoot_NC294_AAGTGG,GRoot,GRoot,NC294,NC294,282set_NC294,NC294,NC294:8042MABXX:3:E5,Ames27143,75.05243,0,1.15911,1.15911
KAKRNA27_10346929_L3Tip_NC294_TGTGCA,L3Tip,L3Tip,NC294,NC294,282set_NC294,NC294,NC294:8042MABXX:3:E5,Ames27143,0,56.7577,0,1.49362
KAKRNA26_L3Base_NC294_TGTGCA,L3Base,L3Base,NC294,NC294,282set_NC294,NC294,NC294:8042MABXX:3:E5,Ames27143,0,0.35941,3.23466,1.79703
KAKRNA18_Kern_NC294_CTAGTC,Kern,Kern,NC294,NC294,282set_NC294,NC294,NC294:8042MABXX:3:E5,Ames27143,0,0,2.48062,25.63306
10343264_LMAD26_NC296_GCGCTG,LMAD26,LMAD,NC296,NC296,282set_NC296,NC296,NC296:8042MABXX:3:F7,Ames27144,0,70.78027,0,27.22318
10344823_GShoot_NC296_GGAGGT,GShoot,GShoot,NC296,NC296,282set_NC296,NC296,NC296:8042MABXX:3:F7,Ames27144,41.30429,15.24325,1.96687,6.88405
10344825_GRoot_NC296_GGAGGT,GRoot,GRoot,NC296,NC296,282set_NC296,NC296,NC296:8042MABXX:3:F7,Ames27144,24.31111,1.81426,2.90282,2.90282
10344827_LMAN26_NC296_CTCATA,LMAN26,LMAN,NC296,NC296,282set_NC296,NC296,NC296:8042MABXX:3:F7,Ames27144,0.24236,8.48259,0.24236,31.2644
KAKRNA23_10346932_L3Base_NC296_AATGAA,L3Base,L3Base,NC296,NC296,282set_NC296,NC296,NC296:8042MABXX:3:F7,Ames27144,1.6474,27.01728,0.98844,1.97687
KAKRNA24_L3Tip_NC296_AATGAA,L3Tip,L3Tip,NC296,NC296,282set_NC296,NC296,NC296:8042MABXX:3:F7,Ames27144,0,105.09293,0,1.28162
KAKRNA18_Kern_NC296_CAGCGT,Kern,Kern,NC296,NC296,282set_NC296,NC296,NC296:8042MABXX:3:F7,Ames27144,0,0,0.84309,30.77275
10343927_LMAD26_NC296A_GGTATA,LMAD26,LMAD,NC296A,NC296A,282set_NC296A,NC296A,NC296A:8042MABXX:3:A8,Ames27145,0,71.176,0,29.848
10344827_LMAN26_NC296A_TGGATT,LMAN26,LMAN,NC296A,NC296A,282set_NC296A,NC296A,NC296A:8042MABXX:3:A8,Ames27145,0.29792,7.74605,0,27.4091
KAKRNA5_GShoot_NC296A_GCATGG,GShoot,GShoot,NC296A,NC296A,282set_NC296A,NC296A,NC296A:8042MABXX:3:A8,Ames27145,237.32484,8.26399,7.8402,1.90707
KAKRNA6_10346261_GRoot_NC296A_GCATGG,GRoot,GRoot,NC296A,NC296A,282set_NC296A,NC296A,NC296A:8042MABXX:3:A8,Ames27145,16.04965,0.55344,1.10687,4.98092
KAKRNA23_10346932_L3Base_NC296A_AGAATC,L3Base,L3Base,NC296A,NC296A,282set_NC296A,NC296A,NC296A:8042MABXX:3:A8,Ames27145,0.76574,17.61193,0,6.12589
KAKRNA24_L3Tip_NC296A_AGAATC,L3Tip,L3Tip,NC296A,NC296A,282set_NC296A,NC296A,NC296A:8042MABXX:3:A8,Ames27145,0.6598,96.99058,0,10.5568
KAKRNA17_Kern_NC296A_GAAGTG,Kern,Kern,NC296A,NC296A,282set_NC296A,NC296A,NC296A:8042MABXX:3:A8,Ames27145,0,0,0,31.56296
KAKRNA27_10346929_L3Tip_NC298_GATCAC,L3Tip,L3Tip,NC298,NC298,282set_NC298,NC298,NC298:8042MABXX:2:C7,Ames27261,0.86799,111.1025,0,2.60396
KAKRNA26_L3Base_NC298_GATCAC,L3Base,L3Base,NC298,NC298,282set_NC298,NC298,NC298:8042MABXX:2:C7,Ames27261,2.23468,15.64276,2.97957,1.86223
10343264_LMAD26_NC300_ACATTA,LMAD26,LMAD,NC300,NC300,282set_NC300,NC300,NC300:8042MABXX:2:F8,Ames27146,0,81.94216,0,31.17365
10344823_GShoot_NC300_AAGACA,GShoot,GShoot,NC300,NC300,282set_NC300,NC300,NC300:8042MABXX:2:F8,Ames27146,5.1397,34.57613,1.86898,8.87766
10344825_GRoot_NC300_AAGACA,GRoot,GRoot,NC300,NC300,282set_NC300,NC300,NC300:8042MABXX:2:F8,Ames27146,62.46474,1.46116,3.28762,2.19175
10344827_LMAN26_NC300_AAGTGG,LMAN26,LMAN,NC300,NC300,282set_NC300,NC300,NC300:8042MABXX:2:F8,Ames27146,0,24.80336,0.34449,30.65971
KAKRNA27_10346929_L3Tip_NC300_TTCCGC,L3Tip,L3Tip,NC300,NC300,282set_NC300,NC300,NC300:8042MABXX:2:F8,Ames27146,7.42332,111.92077,0.57102,8.56536
KAKRNA26_L3Base_NC300_TTCCGC,L3Base,L3Base,NC300,NC300,282set_NC300,NC300,NC300:8042MABXX:2:F8,Ames27146,9.67499,19.06542,2.84558,7.68308
KAKRNA18_Kern_NC300_AACAAG,Kern,Kern,NC300,NC300,282set_NC300,NC300,NC300:8042MABXX:2:F8,Ames27146,0.24452,0.65204,0,31.62416
10343927_LMAD26_NC302_ATGAAC,LMAD26,LMAD,NC302,NC302,282set_NC302,NC302,NC302:8042MABXX:4:F7,Ames27147,0,69.6562,0.30686,23.62788
10344827_LMAN26_NC302_CAGGAC,LMAN26,LMAN,NC302,NC302,282set_NC302,NC302,NC302:8042MABXX:4:F7,Ames27147,0,33.81913,0.51241,32.02569
KAKRNA5_GShoot_NC302_GACATC,GShoot,GShoot,NC302,NC302,282set_NC302,NC302,NC302:8042MABXX:4:F7,Ames27147,64.20721,5.38512,3.452,4.00432
KAKRNA6_10346261_GRoot_NC302_GACATC,GRoot,GRoot,NC302,NC302,282set_NC302,NC302,NC302:8042MABXX:4:F7,Ames27147,5.27625,0,1.97859,0.65953
KAKRNA28_L3Base_NC302_CGCGGA,L3Base,L3Base,NC302,NC302,282set_NC302,NC302,NC302:8042MABXX:4:F7,Ames27147,9.86426,30.14079,1.09603,6.57617
KAKRNA28_L3Mid_NC302_AACGCC,L3Mid,L3Mid,NC302,NC302,282set_NC302,NC302,NC302:8042MABXX:4:F7,Ames27147,0,165.69568,0,5.17799
KAKRNA28_L3Tip_NC302_ACCAGT,L3Tip,L3Tip,NC302,NC302,282set_NC302,NC302,NC302:8042MABXX:4:F7,Ames27147,0,143.12545,0,2.31782
KAKRNA17_Kern_NC302_TCTTAA,Kern,Kern,NC302,NC302,282set_NC302,NC302,NC302:8042MABXX:4:F7,Ames27147,0,0.71784,2.15352,36.25092
10343264_LMAD26_NC304_TTGGTA,LMAD26,LMAD,NC304,NC304,282set_NC304,NC304,NC304,Ames27148,0,67.13547,0.40936,24.1524
10344827_LMAN26_NC304_TATGTC,LMAN26,LMAN,NC304,NC304,282set_NC304,NC304,NC304,Ames27148,0,8.49548,0,26.61917
KAKRNA3_GShoot_NC304_ACCTAC,GShoot,GShoot,NC304,NC304,282set_NC304,NC304,NC304,Ames27148,102.39704,5.75264,2.87632,3.45159
KAKRNA4_10346258_GRoot_NC304_ACCTAC,GRoot,GRoot,NC304,NC304,282set_NC304,NC304,NC304,Ames27148,8.18577,0,1.1694,2.92349
KAKRNA23_10346932_L3Base_NC304_CCTGCT,L3Base,L3Base,NC304,NC304,282set_NC304,NC304,NC304,Ames27148,0.9656,23.65726,0,4.34521
KAKRNA24_L3Tip_NC304_CCTGCT,L3Tip,L3Tip,NC304,NC304,282set_NC304,NC304,NC304,Ames27148,1.12618,78.83278,0,2.25237
KAKRNA17_Kern_NC304_ATGAAC,Kern,Kern,NC304,NC304,282set_NC304,NC304,NC304,Ames27148,0.53064,0,1.85723,31.30755
10343264_LMAN26_NC306_AGATAG,LMAN26,LMAN,NC306,NC306,282set_NC306,NC306,NC306:8042MABXX:3:E10,Ames27149,0,57.38558,0,19.78813
10343927_LMAD26_NC306_CGCCTG,LMAD26,LMAD,NC306,NC306,282set_NC306,NC306,NC306:8042MABXX:3:E10,Ames27149,0,87.71292,0.51901,30.62167
KAKRNA3_GShoot_NC306_GATCAC,GShoot,GShoot,NC306,NC306,282set_NC306,NC306,NC306:8042MABXX:3:E10,Ames27149,3.27203,8.36186,2.54491,3.27203
