OrigColNameFromRNAExpressionValue_RNA_TaxaName,Tissue,TissueWODate,RNA_TaxaName,RNA_TaxaName_WOUnderscoreOrDot,HMP32Name,RawPhenotypeNames,CarotToco_GBSNames,AmesName,AC192244.3_FG007,GRMZM2G000231,GRMZM2G003124,GRMZM2G020148,GRMZM2G037048,GRMZM2G054225,GRMZM2G055802,GRMZM2G056697,GRMZM2G104316,GRMZM2G106950,GRMZM2G140559,GRMZM2G353905,GRMZM2G398500,GRMZM2G402493,GRMZM2G468111,GRMZM2G472671
KAKRNA16_Kern_A634_GTGCCA,Kern,Kern,A634,A634,282set_A634,A634,A634:8042MABXX:4:C1,Ames19308,1.02431,2.56078,4.09724,9.2188,32.77795,32.2658,5.63371,0,23.55915,0.51216,8.70664,4.6094,6.14587,14.85251,2.56078,0
10343262_LMAN8_A635_CGGTTA,LMAN8,LMAN,A635,A635,282set_A635,A635,A635:8042MABXX:4:H9,Ames19309,2.95168,8.2647,5.90335,2.95168,5.31302,29.51677,6.49369,0,12.39704,2.95168,25.97476,0.59034,16.52939,14.75839,6.49369,4.72268
KAKRNA3_GShoot_A635_ACGTCT,GShoot,GShoot,A635,A635,282set_A635,A635,A635:8042MABXX:4:H9,Ames19309,0,11.51383,12.17176,37.83116,15.13246,35.19942,3.9476,0,7.56623,75.99128,13.48763,0.32897,9.21106,27.30423,0.32897,4.60553
KAKRNA4_10346258_GRoot_A635_ACGTCT,GRoot,GRoot,A635,A635,282set_A635,A635,A635:8042MABXX:4:H9,Ames19309,3.0814,11.20508,8.40381,1.40063,22.69028,17.08774,0.84038,0,11.4852,1.12051,5.32241,1.12051,3.0814,17.64799,97.48416,0.28013
KAKRNA20_10346930_L3Base_A635_CATCTA,L3Base,L3Base,A635,A635,282set_A635,A635,A635:8042MABXX:4:H9,Ames19309,0.4276,5.55884,14.96611,30.35982,16.67652,15.39371,1.28281,0.4276,8.55206,61.57484,19.66974,0.4276,0.85521,37.20147,4.27603,22.23536
KAKRNA18_Kern_A635_CCGACC,Kern,Kern,A635,A635,282set_A635,A635,A635:8042MABXX:4:H9,Ames19309,1.70196,5.67321,7.09151,11.63008,20.13989,45.66932,0.85098,0,24.96211,0,9.64445,5.95687,4.53857,30.91898,26.66407,0
10344823_LMAD8_A641_AGTACT,LMAD8,LMAD,A641,A641,282set_A641,A641,A641:8042MABXX:3:G6,Ames19311,2.10183,0,9.24806,1.2611,13.03135,10.08879,3.36293,0,14.29245,1.68147,25.64234,0.84073,17.65538,12.19062,7.14623,0.84073
10344826_LMAN8_A641_ATGGCG,LMAN8,LMAN,A641,A641,282set_A641,A641,A641:8042MABXX:3:G6,Ames19311,0,0,7.64091,0.95511,17.19204,21.9676,24.83294,0,16.23692,1.91023,23.87783,0,21.01249,2.86534,3.82045,4.77557
KAKRNA14_GShoot_A641_TGGATT,GShoot,GShoot,A641,A641,282set_A641,A641,A641:8042MABXX:3:G6,Ames19311,0,0.31822,7.00077,16.22906,16.22906,30.86705,2.54574,0,10.50116,61.41587,16.54728,0.63643,8.91007,32.13991,12.72868,9.86473
KAKRNA2_10346259_GRoot_A641_GTCAGG,GRoot,GRoot,A641,A641,282set_A641,A641,A641:8042MABXX:3:G6,Ames19311,0.92347,1.2313,8.00343,3.69389,15.69904,22.47118,22.47118,0,9.54255,3.69389,12.6208,1.53912,3.07824,40.94064,9.23473,0.92347
KAKRNA20_10346930_L3Base_A641_TGCACG,L3Base,L3Base,A641,A641,282set_A641,A641,A641:8042MABXX:3:G6,Ames19311,0.2593,0.77791,14.26172,7.00121,13.48381,14.78033,4.40817,0,8.55703,46.93404,23.59667,1.81513,5.44539,55.49107,0.51861,7.26051
KAKRNA18_Kern_A641_TGGATT,Kern,Kern,A641,A641,282set_A641,A641,A641:8042MABXX:3:G6,Ames19311,2.5493,0.84977,3.68232,2.26604,44.18779,40.78873,1.69953,0,34.27386,0,8.49765,4.53208,5.6651,22.94366,13.02973,0
10344823_LMAD8_A654_TATGTC,LMAD8,LMAD,A654,A654,282set_A654,A654,A654:8042MABXX:2:A12,PI587141,3.73494,0.57461,4.88415,1.43652,30.16683,11.77943,7.46988,4.02224,12.64134,2.01112,37.92401,0.86191,19.53661,14.36516,10.91752,2.58573
10344826_LMAN8_A654_CTCCAT,LMAN8,LMAN,A654,A654,282set_A654,A654,A654:8042MABXX:2:A12,PI587141,3.34317,0,7.80073,0,49.03315,26.74535,34.54608,2.22878,13.37268,3.34317,31.20291,0,37.88925,23.40218,2.22878,8.91512
KAKRNA14_GShoot_A654_GAGTCC,GShoot,GShoot,A654,A654,282set_A654,A654,A654:8042MABXX:2:A12,PI587141,0,2.24642,11.2321,7.63783,29.65274,36.39199,15.27565,3.14499,6.73926,127.14734,22.91348,2.6957,13.47852,114.1181,5.39141,8.08711
KAKRNA2_10346259_GRoot_A654_TCTTAA,GRoot,GRoot,A654,A654,282set_A654,A654,A654:8042MABXX:2:A12,PI587141,4.97582,0.8293,8.29304,0,19.48864,22.80585,24.87911,0,10.3663,8.70769,21.56189,2.90256,3.73187,88.32084,21.56189,0
KAKRNA23_10346932_L3Base_A654_CGCAAC,L3Base,L3Base,A654,A654,282set_A654,A654,A654:8042MABXX:2:A12,PI587141,1.41996,1.41996,14.55454,17.74944,24.84922,18.45942,6.03481,3.54989,11.35964,48.98846,24.84922,2.48492,8.87472,111.4665,1.41996,4.25987
KAKRNA24_L3Tip_A654_CGCAAC,L3Tip,L3Tip,A654,A654,282set_A654,A654,A654:8042MABXX:2:A12,PI587141,3.40046,0,12.24166,68.6893,21.08286,8.16111,0,2.04028,26.52359,16.32221,36.04488,2.04028,31.28424,14.28193,3.40046,108.81474
KAKRNA17_Kern_A654_GGTATA,Kern,Kern,A654,A654,282set_A654,A654,A654:8042MABXX:2:A12,PI587141,1.09604,2.19208,6.57624,2.19208,23.29084,34.79926,4.11015,2.46609,15.34456,0,10.68639,4.38416,7.12426,27.12698,11.50842,0
10344823_LMAD8_A659_GGCTGC,LMAD8,LMAD,A659,A659,282set_A659,A659,A659:8042MABXX:2:D11,NSL81599,5.81217,1.34127,4.4709,0.44709,43.8148,6.70635,1.78836,0.89418,13.85979,4.91799,62.14549,0.89418,26.82539,17.88359,17.4365,0.89418
10344826_LMAN8_A659_AATGAA,LMAN8,LMAN,A659,A659,282set_A659,A659,A659:8042MABXX:2:D11,NSL81599,7.58408,1.26401,8.84809,0.42134,49.29653,18.11753,34.12837,0.84268,7.16274,7.58408,37.07773,0,33.28569,30.33632,5.47739,4.21338
KAKRNA6_10346261_GRoot_A659_CCGACC,GRoot,GRoot,A659,A659,282set_A659,A659,A659:8042MABXX:2:D11,NSL81599,9.36675,2.34169,7.02506,0,19.90433,28.10024,52.68794,0,4.68337,0,15.22096,7.02506,7.02506,66.73806,748.16881,0
KAKRNA27_10346929_L3Tip_A659_CTCATA,L3Tip,L3Tip,A659,A659,282set_A659,A659,A659:8042MABXX:2:D11,NSL81599,1.72405,1.72405,7.75821,42.23917,31.03286,23.27464,1.72405,6.89619,47.41131,61.20369,39.6531,1.72405,15.51643,23.27464,0.86202,112.0631
KAKRNA26_L3Base_A659_CTCATA,L3Base,L3Base,A659,A659,282set_A659,A659,A659:8042MABXX:2:D11,NSL81599,0,1.32479,8.47867,12.98296,30.73517,25.70096,5.82908,1.05983,10.59833,43.45317,22.78642,1.32479,5.03421,187.59052,0.52992,12.718
KAKRNA17_Kern_A659_GACATC,Kern,Kern,A659,A659,282set_A659,A659,A659:8042MABXX:2:D11,NSL81599,0.58396,2.62782,7.59148,2.04386,25.69425,25.98623,2.62782,0.58396,20.73059,0.29198,9.34336,4.96366,4.08772,39.12533,10.51128,0
10344823_LMAD8_A661_GTCAGG,LMAD8,LMAD,A661,A661,282set_A661,A661,A661:8042MABXX:4:G3,PI607521,16.12693,0,8.06347,15.45498,17.47085,8.73542,26.87822,4.70369,6.71956,0,55.10036,0,30.238,22.84649,77.94685,0
10344826_LMAN8_A661_ACCGTG,LMAN8,LMAN,A661,A661,282set_A661,A661,A661:8042MABXX:4:G3,PI607521,10.9836,0,7.84543,2.35363,10.9836,16.4754,109.83602,5.4918,14.12177,2.35363,34.51989,0,50.21075,26.67446,7.06089,0.78454
KAKRNA3_GShoot_A661_AGACCA,GShoot,GShoot,A661,A661,282set_A661,A661,A661:8042MABXX:4:G3,PI607521,0.42971,0.42971,11.60207,27.93091,14.18031,36.52504,14.18031,0.85941,9.02383,125.90396,22.77444,3.86736,10.74266,81.64421,2.14853,2.57824
KAKRNA4_10346258_GRoot_A661_AGACCA,GRoot,GRoot,A661,A661,282set_A661,A661,A661:8042MABXX:4:G3,PI607521,5.13991,0,9.07043,2.72113,23.28078,23.28078,28.42069,0.30235,8.76808,1.51174,13.00095,2.11643,4.53522,48.67799,133.03301,1.20939
KAKRNA23_10346932_L3Base_A661_GCGAAT,L3Base,L3Base,A661,A661,282set_A661,A661,A661:8042MABXX:4:G3,PI607521,4.71323,0,9.72104,70.69846,18.85292,10.31019,7.95358,2.35662,10.89935,61.56657,23.86073,2.65119,5.30238,115.17957,3.53492,16.49631
KAKRNA24_L3Tip_A661_GCGAAT,L3Tip,L3Tip,A661,A661,282set_A661,A661,A661:8042MABXX:4:G3,PI607521,6.86593,0.68659,7.55252,135.94539,8.23911,4.11956,2.05978,2.74637,36.38942,4.80615,28.15031,0,30.21009,21.97097,10.98549,121.52694
KAKRNA17_Kern_A661_GCTCGA,Kern,Kern,A661,A661,282set_A661,A661,A661:8042MABXX:4:G3,PI607521,2.1433,0,8.57322,15.53896,27.86296,38.57948,2.1433,1.07165,21.43305,8.57322,12.85983,5.35826,12.85983,23.57635,9.64487,0
10344823_LMAD8_A679_TAGGCT,LMAD8,LMAD,A679,A679,282set_A679,A679,A679:8042MABXX:3:B1,PI587142,2.5691,0,5.1382,2.99728,8.56366,8.56366,5.99456,0,14.98641,0.42818,46.67197,2.99728,29.11646,26.97554,4.28183,0
10344826_LMAN8_A679_ATTGGT,LMAN8,LMAN,A679,A679,282set_A679,A679,A679:8042MABXX:3:B1,PI587142,3.09662,0.61932,6.19324,1.23865,5.57392,19.81837,30.34687,1.23865,5.57392,3.71594,34.68214,0.61932,39.01741,21.05701,3.09662,1.85797
KAKRNA3_GShoot_A679_AGATAG,GShoot,GShoot,A679,A679,282set_A679,A679,A679:8042MABXX:3:B1,PI587142,0,2.38177,6.80506,13.95038,6.80506,28.58127,133.7195,0.68051,5.7843,70.77266,25.51899,1.02076,6.12456,72.81418,6.80506,6.12456
KAKRNA4_10346258_GRoot_A679_AGATAG,GRoot,GRoot,A679,A679,282set_A679,A679,A679:8042MABXX:3:B1,PI587142,3.19155,0.39894,1.59578,9.17572,10.37255,22.34088,67.82052,0,13.5641,0.79789,12.76622,5.18628,5.18628,63.03319,76.59729,0.39894
KAKRNA23_10346932_L3Base_A679_CCGCAA,L3Base,L3Base,A679,A679,282set_A679,A679,A679:8042MABXX:3:B1,PI587142,0,1.00668,14.42904,14.7646,2.68447,11.40901,5.7045,0,15.10016,14.7646,30.87143,3.35559,7.71786,123.8213,1.6778,6.04006
KAKRNA24_L3Tip_A679_CCGCAA,L3Tip,L3Tip,A679,A679,282set_A679,A679,A679:8042MABXX:3:B1,PI587142,9.41131,0,11.97803,32.93958,8.12795,10.26688,2.99451,0,23.10048,25.23942,35.93408,0.42779,40.21195,27.37835,6.84459,144.16412
KAKRNA17_Kern_A679_CCAATT,Kern,Kern,A679,A679,282set_A679,A679,A679:8042MABXX:3:B1,PI587142,0.40098,0.80195,6.41561,2.40586,1.6039,26.86538,11.6283,0,12.43025,0,6.01464,7.21757,11.22732,39.29563,11.6283,0
10343262_LMAN8_A680_CAGCGT,LMAN8,LMAN,A680,A680,282set_A680,A680,A680:8042MABXX:2:C2,Ames23503,2.3877,2.3877,8.59572,6.68556,6.68556,31.99517,25.30961,4.29786,10.98342,8.59572,33.90533,1.91016,31.99517,28.65239,8.11818,0.95508
KAKRNA14_GShoot_A680_CCTGCT,GShoot,GShoot,A680,A680,282set_A680,A680,A680:8042MABXX:2:C2,Ames23503,0,1.58612,2.77571,26.56749,8.32713,37.67033,78.51289,0,7.9306,60.27252,18.24037,1.98265,6.74101,82.87472,0,6.34448
KAKRNA2_10346259_GRoot_A680_AATAGC,GRoot,GRoot,A680,A680,282set_A680,A680,A680:8042MABXX:2:C2,Ames23503,1.01745,0.76309,5.85035,5.08726,6.10471,21.36649,58.24913,0,12.20942,1.01745,19.33159,2.0349,3.30672,86.48342,76.81763,1.52618
KAKRNA20_10346930_L3Base_A680_AGTTGA,L3Base,L3Base,A680,A680,282set_A680,A680,A680:8042MABXX:2:C2,Ames23503,0.45115,0.45115,11.72992,22.55753,3.15805,12.63222,11.72992,2.7069,9.47416,23.45983,28.42249,1.8046,4.96266,90.68128,0.45115,9.92531
KAKRNA21_10346931_L3Tip_A680_AGTTGA,L3Tip,L3Tip,A680,A680,282set_A680,A680,A680:8042MABXX:2:C2,Ames23503,2.38063,0,10.71282,48.80284,4.76125,4.76125,30.94814,9.52251,15.47407,7.14188,32.13845,0,28.56752,27.3772,41.66096,153.55039
KAKRNA16_Kern_A680_CCGACC,Kern,Kern,A680,A680,282set_A680,A680,A680:8042MABXX:2:C2,Ames23503,1.02117,4.08469,4.08469,14.29643,2.55293,36.25166,9.19056,1.53176,16.84937,0.51059,11.23291,5.10587,8.67998,40.84695,9.19056,0
10343262_LMAN8_A682_ACATTA,LMAN8,LMAN,A682,A682,282set_A682,A682,A682:8042MABXX:2:E5,PI587143,2.04693,6.39665,13.04916,3.58212,54.75531,21.49274,66.52514,1.02346,15.09609,3.07039,29.68045,0.51173,15.86369,26.35419,8.69944,0.25587
10344823_LMAD8_A682_TCGAGG,LMAD8,LMAD,A682,A682,282set_A682,A682,A682:8042MABXX:2:E5,PI587143,6.0992,1.74263,8.71314,6.97052,47.92229,7.84183,3.48526,6.0992,8.71314,1.74263,53.15018,4.35657,23.52549,16.55497,7.84183,0
KAKRNA5_GShoot_A682_TTAACT,GShoot,GShoot,A682,A682,282set_A682,A682,A682:8042MABXX:2:E5,PI587143,0,11.83394,10.14338,34.9383,30.71189,32.40245,39.1647,1.12704,11.83394,169.33803,21.69555,2.53584,13.80626,102.27904,2.53584,5.35345
KAKRNA6_10346261_GRoot_A682_TTAACT,GRoot,GRoot,A682,A682,282set_A682,A682,A682:8042MABXX:2:E5,PI587143,7.92077,11.31538,5.65769,3.39462,19.23615,29.42,64.49769,0,10.18385,1.13154,15.84154,12.44692,9.05231,82.6023,26.02538,0
KAKRNA23_10346932_L3Base_A682_CTAGTC,L3Base,L3Base,A682,A682,282set_A682,A682,A682:8042MABXX:2:E5,PI587143,0.7275,7.27505,11.64008,22.55265,30.19145,16.36886,7.27505,0,12.73133,132.04212,18.91512,4.72878,4.36503,113.12699,1.45501,8.00255
KAKRNA24_L3Tip_A682_CTAGTC,L3Tip,L3Tip,A682,A682,282set_A682,A682,A682:8042MABXX:2:E5,PI587143,3.26376,2.17584,10.33525,147.41328,32.09367,5.4396,1.63188,0,13.59901,33.18159,32.63763,2.7198,15.23089,11.42317,0.54396,287.21112
KAKRNA18_Kern_A682_ACAGAT,Kern,Kern,A682,A682,282set_A682,A682,A682:8042MABXX:2:E5,PI587143,0.33209,9.63059,6.3097,11.29103,26.56714,37.52608,1.66045,0.66418,19.92535,0.33209,11.29103,5.64552,5.97761,76.71261,20.58953,0
10343264_LMAD26_Ab28A_AGGCAT,LMAD26,LMAD,Ab28A,Ab28A,282set_Ab28A,Ab28A,Ab28A:8042MABXX:4:A5,Ames18999,5.70148,0,3.80099,0.95025,41.81088,11.40297,19.00495,26.60693,11.40297,0,11.40297,0.95025,23.75618,25.65668,1.90049,0
10344827_LMAN26_Ab28A_CCTAAG,LMAN26,LMAN,Ab28A,Ab28A,282set_Ab28A,Ab28A,Ab28A:8042MABXX:4:A5,Ames18999,5.82426,0,6.04827,0.89604,48.83421,22.62502,83.33177,34.04954,15.00868,0.44802,13.2166,0.22401,42.56193,34.49756,2.68812,0.89604
KAKRNA3_GShoot_Ab28A_ACACGC,GShoot,GShoot,Ab28A,Ab28A,282set_Ab28A,Ab28A,Ab28A:8042MABXX:4:A5,Ames18999,0.41472,0,9.12393,12.44172,32.34847,29.03067,4.14724,5.80613,5.39141,82.94479,17.83313,0.41472,11.19755,95.3865,6.63558,0
KAKRNA4_10346258_GRoot_Ab28A_ACACGC,GRoot,GRoot,Ab28A,Ab28A,282set_Ab28A,Ab28A,Ab28A:8042MABXX:4:A5,Ames18999,1.72908,0,7.78087,0,15.56174,27.66532,34.14938,0.43227,9.50995,0,9.07768,3.02589,6.91633,77.37643,4.75498,0.43227
KAKRNA23_10346932_L3Base_Ab28A_AACCGA,L3Base,L3Base,Ab28A,Ab28A,282set_Ab28A,Ab28A,Ab28A:8042MABXX:4:A5,Ames18999,1.13919,0,12.53114,21.0751,33.60624,9.68316,13.67034,7.40477,13.10074,45.56779,17.65752,3.98718,17.65752,126.45061,0,2.27839
KAKRNA24_L3Tip_Ab28A_AACCGA,L3Tip,L3Tip,Ab28A,Ab28A,282set_Ab28A,Ab28A,Ab28A:8042MABXX:4:A5,Ames18999,4.43524,0,4.43524,41.39559,28.08986,9.60969,0.73921,12.56652,25.87224,2.21762,25.87224,0.73921,42.13479,27.35065,3.69603,35.48193
KAKRNA16_Kern_Ab28A_ATAAGA,Kern,Kern,Ab28A,Ab28A,282set_Ab28A,Ab28A,Ab28A:8042MABXX:4:A5,Ames18999,0,0,6.82805,2.73122,34.48163,24.92237,3.41402,3.07262,25.26377,0,3.07262,9.21786,5.80384,36.53005,4.77963,0
10343262_LMAN8_B10_TTCCGC,LMAN8,LMAN,B10,B10,282set_B10,B10,B10:8042MABXX:2:G9,NSL65865,3.44677,3.44677,6.89353,3.44677,10.3403,48.25471,51.70148,3.44677,6.89353,0,3.44677,0,3.44677,62.04177,13.78706,3.44677
KAKRNA24_L3Tip_B10_CAGCGT,L3Tip,L3Tip,B10,B10,282set_B10,B10,B10:8042MABXX:2:G9,NSL65865,10.1505,3.3835,13.534,32.70717,4.51133,5.63917,11.27834,3.3835,15.78967,19.17317,14.66184,4.51133,25.94017,25.94017,16.9175,80.07619
KAKRNA16_Kern_B10_ACCAGT,Kern,Kern,B10,B10,282set_B10,B10,B10:8042MABXX:2:G9,NSL65865,1.17322,5.47503,5.86611,5.47503,4.30181,34.02342,0,1.95537,23.46443,0,13.29651,5.47503,5.86611,64.1361,38.71631,0
10344823_LMAD8_B103_GCCACA,LMAD8,LMAD,B103,B103,282set_B103,B103,B103:8042MABXX:2:D5,PI594046,5.14114,0.73445,4.40669,7.34449,8.81338,8.07894,12.48563,16.15787,5.87559,3.67224,77.85156,2.20335,20.56456,20.56456,5.87559,2.20335
10344826_LMAN8_B103_ATATCC,LMAN8,LMAN,B103,B103,282set_B103,B103,B103:8042MABXX:2:D5,PI594046,3.16647,0,10.5549,2.11098,7.38843,16.88784,35.88667,12.66588,13.72137,0,44.33059,1.05549,26.38725,7.38843,2.11098,1.05549
KAKRNA3_GShoot_B103_CCGACC,GShoot,GShoot,B103,B103,282set_B103,B103,B103:8042MABXX:2:D5,PI594046,0,1.68071,6.38669,35.29485,15.12637,36.63942,153.61665,3.02527,7.73125,107.22913,25.88289,2.01685,12.77338,41.00926,0.33614,6.05055
KAKRNA4_10346258_GRoot_B103_CCGACC,GRoot,GRoot,B103,B103,282set_B103,B103,B103:8042MABXX:2:D5,PI594046,1.15609,1.44511,8.95966,2.60119,19.94248,30.63627,52.02386,0.57804,12.42792,1.73413,17.05226,5.49141,3.75728,37.28377,67.05297,0.28902
KAKRNA23_10346932_L3Base_B103_ACCAGT,L3Base,L3Base,B103,B103,282set_B103,B103,B103:8042MABXX:2:D5,PI594046,3.66389,0.4071,10.58458,79.38438,9.77039,6.92069,4.07099,5.29229,10.17748,122.53692,28.08986,2.8497,9.36329,58.62231,0.4071,27.68276
KAKRNA24_L3Tip_B103_ACCAGT,L3Tip,L3Tip,B103,B103,282set_B103,B103,B103:8042MABXX:2:D5,PI594046,0,0.4338,6.50706,115.39187,15.61694,5.63945,0.4338,6.07326,12.14651,136.21446,37.74095,0.4338,29.06487,10.4113,6.50706,135.34686
10343262_LMAN8_B104_GTGCCA,LMAN8,LMAN,B104,B104,282set_B104,B104,B104:8042MABXX:2:B3,PI594047,1.40123,10.74277,7.00616,6.072,19.61723,24.75508,47.64185,21.48554,11.67693,0.46708,37.83324,0.93415,33.16247,26.62339,6.072,7.00616
KAKRNA3_GShoot_B104_GCGAAT,GShoot,GShoot,B104,B104,282set_B104,B104,B104:8042MABXX:2:B3,PI594047,0,12.78677,9.07448,36.71039,20.21134,21.03629,140.24194,3.29981,9.48695,88.26993,33.82306,2.06238,12.37429,80.43288,2.88733,7.83705
KAKRNA4_10346258_GRoot_B104_GCGAAT,GRoot,GRoot,B104,B104,282set_B104,B104,B104:8042MABXX:2:B3,PI594047,2.20446,11.96709,5.3537,1.25969,22.67449,29.91773,76.21149,1.88954,11.33725,2.83431,11.65217,2.20446,4.09401,54.79669,5.3537,0.94477
KAKRNA17_Kern_B104_TTCGAG,Kern,Kern,B104,B104,282set_B104,B104,B104:8042MABXX:2:B3,PI594047,2.48507,7.04104,3.72761,9.9403,10.76865,33.13432,9.52612,3.31343,25.26492,0.41418,8.28358,4.14179,6.62686,52.18655,12.83955,0
10343262_LMAN8_B105_ATACTG,LMAN8,LMAN,B105,B105,282set_B105,B105,B105:8042MABXX:3:H3,PI594048,0,1.46673,16.62289,1.95563,9.77817,22.48979,36.66813,0,12.22271,1.46673,37.15704,0,45.46849,36.66813,45.9574,9.28926
KAKRNA3_GShoot_B105_TTCGAG,GShoot,GShoot,B105,B105,282set_B105,B105,B105:8042MABXX:3:H3,PI594048,0,1.05897,10.32498,27.53328,10.32498,25.15059,12.44292,0.52949,3.7064,86.83572,19.0615,0.52949,10.85447,107.75043,1.8532,7.94229
KAKRNA4_10346258_GRoot_B105_TTCGAG,GRoot,GRoot,B105,B105,282set_B105,B105,B105:8042MABXX:3:H3,PI594048,2.66714,1.14306,6.85837,1.14306,13.33572,22.48022,26.29042,0,4.57225,0.76204,14.09776,0.76204,4.95327,61.34432,147.07396,1.14306
KAKRNA23_10346932_L3Base_B105_TTCGAG,L3Base,L3Base,B105,B105,282set_B105,B105,B105:8042MABXX:3:H3,PI594048,2.36825,0.47365,9.94664,38.3656,7.57839,18.47233,8.52569,0,12.31488,15.15678,19.89328,1.8946,6.15744,87.62514,4.26284,17.05138
KAKRNA24_L3Tip_B105_TTCGAG,L3Tip,L3Tip,B105,B105,282set_B105,B105,B105:8042MABXX:3:H3,PI594048,1.02181,0,8.17445,116.48585,4.08722,5.10903,9.19625,0,8.17445,3.06542,24.52334,0,32.69778,12.26167,52.11209,169.61974
KAKRNA17_Kern_B105_AATCCG,Kern,Kern,B105,B105,282set_B105,B105,B105:8042MABXX:3:H3,PI594048,1.22479,2.44958,7.34874,12.86029,1.83718,32.45692,1.22479,0,20.82142,0,7.96113,1.83718,1.22479,82.0609,53.89074,0
10343262_LMAN8_B109_TGCTAT,LMAN8,LMAN,B109,B109,282set_B109,B109,B109:8042MABXX:2:D1,PI597927,6.63266,1.9898,8.62246,11.27552,5.96939,19.89798,39.79595,4.64286,9.94899,0.66327,23.87757,0,17.90818,24.54084,39.13269,0.66327
KAKRNA14_GShoot_B109_GCGAAT,GShoot,GShoot,B109,B109,282set_B109,B109,B109:8042MABXX:2:D1,PI597927,0,3.62641,9.89021,30.32998,11.53858,36.59378,26.3739,2.30772,6.92315,64.28637,13.8463,0.98902,9.89021,53.73681,7.25282,3.29674
KAKRNA2_10346259_GRoot_B109_ACATTA,GRoot,GRoot,B109,B109,282set_B109,B109,B109:8042MABXX:2:D1,PI597927,7.74115,1.72026,5.16077,8.02786,8.88799,22.65003,77.6982,0,15.19559,4.30064,17.20255,4.58735,4.01393,59.34881,32.68485,1.14684
KAKRNA20_10346930_L3Base_B109_GTAGAA,L3Base,L3Base,B109,B109,282set_B109,B109,B109:8042MABXX:2:D1,PI597927,3.59723,0,11.77276,31.39403,3.27021,9.48361,7.19447,2.61617,11.77276,15.69702,23.87254,0.65404,10.13766,111.84124,2.94319,9.48361
KAKRNA21_10346931_L3Tip_B109_GTAGAA,L3Tip,L3Tip,B109,B109,282set_B109,B109,B109:8042MABXX:2:D1,PI597927,2.60447,1.95335,8.46452,53.39158,2.27891,12.37122,1.95335,0.65112,14.65013,9.11564,26.04467,0,29.30026,26.69579,29.30026,85.2963
10343262_LMAN8_B14A_CTCTCG,LMAN8,LMAN,B14A,B14A,282set_B14A,B14A,B14A:8042MABXX:3:E6,PI550461,0,3.36406,11.21355,3.36406,4.48542,30.27658,13.45626,0,17.94168,4.48542,11.21355,0,13.45626,22.4271,11.21355,1.12135
KAKRNA5_GShoot_B14A_AATGAA,GShoot,GShoot,B14A,B14A,282set_B14A,B14A,B14A:8042MABXX:3:E6,PI550461,0,7.39889,6.01159,27.74582,12.71684,29.82676,21.04058,0.23122,10.86711,102.19711,17.57235,0.92486,7.16767,32.60134,6.93646,8.32375
KAKRNA6_10346261_GRoot_B14A_AATGAA,GRoot,GRoot,B14A,B14A,282set_B14A,B14A,B14A:8042MABXX:3:E6,PI550461,2.0083,6.57263,6.93778,8.94608,15.88386,23.18678,21.17847,0,14.42327,1.64316,11.13696,2.37345,4.92947,29.02911,57.32794,1.46058
KAKRNA24_L3Tip_B14A_GCAGCC,L3Tip,L3Tip,B14A,B14A,282set_B14A,B14A,B14A:8042MABXX:3:E6,PI550461,2.69742,0,3.59656,95.30889,22.47851,1.79828,0,0,26.97421,16.18453,25.17593,0,4.4957,113.2917,8.09226,119.58568
KAKRNA17_Kern_B14A_CGAAGG,Kern,Kern,B14A,B14A,282set_B14A,B14A,B14A:8042MABXX:3:E6,PI550461,0.73643,2.20928,5.15498,11.78281,26.87953,31.29809,2.57749,0,28.7206,0,12.15102,5.52319,4.05034,29.08881,9.94175,0
10343262_LMAN8_B164_TGGCGA,LMAN8,LMAN,B164,B164,282set_B164,B164,B164:8042MABXX:4:B7,Ames27066,2.22341,0,8.89363,2.22341,58.5497,29.64542,117.09941,4.44681,11.85817,2.22341,35.5745,1.48227,35.5745,22.23406,3.70568,5.18795
KAKRNA3_GShoot_B164_TGCACG,GShoot,GShoot,B164,B164,282set_B164,B164,B164:8042MABXX:4:B7,Ames27066,0,2.45976,6.55936,7.37928,35.66653,35.25657,47.14542,0.81992,6.55936,94.70079,29.92709,1.22988,15.98845,81.99203,0.81992,6.96932
KAKRNA4_10346258_GRoot_B164_TGCACG,GRoot,GRoot,B164,B164,282set_B164,B164,B164:8042MABXX:4:B7,Ames27066,2.4082,1.60547,7.62597,1.60547,31.30663,10.83691,27.29296,0.40137,9.63281,0.80273,17.66015,0.40137,5.21777,63.416,32.9121,0
KAKRNA20_10346930_L3Base_B164_TGACAC,L3Base,L3Base,B164,B164,282set_B164,B164,B164:8042MABXX:4:B7,Ames27066,1.33506,0.66753,7.00908,15.35322,32.04151,27.70255,5.34025,1.66883,5.67402,49.73109,43.7233,3.33766,13.35063,157.5374,0,22.3623
KAKRNA21_10346931_L3Tip_B164_TGACAC,L3Tip,L3Tip,B164,B164,282set_B164,B164,B164:8042MABXX:4:B7,Ames27066,1.24189,0.31047,9.31416,32.59957,26.7006,9.62464,0.31047,2.79425,40.98232,5.89897,49.98601,3.41519,22.35399,26.7006,2.79425,97.79871
KAKRNA18_Kern_B164_CAGGAC,Kern,Kern,B164,B164,282set_B164,B164,B164:8042MABXX:4:B7,Ames27066,0.92882,0.30961,5.88253,3.71528,21.67249,30.03187,0,1.23843,17.6476,0.30961,9.90742,6.50175,4.3345,40.2489,10.21703,0
